,Incident_Address_Street_Number,Incident_Address_Street_Name,Incident_Address,Incident_Address_Zip,Incident_Address_Borough,Complaint_Type_311,Descriptor_1_311,Date_Received,Latitude,Longitude,NTA,UHF_42
45464,160-18,140 AVENUE,160-18 140 AVENUE,11434,Queens,Indoor Sewage,Sewage Odor,2020-11-27,40.670035,-73.77513,Springfield Gardens North,jamaica
45470,2310,83 STREET,2310 83 STREET,11214,Brooklyn,Indoor Sewage,Sewage Odor,2020-11-29,40.602002,-73.98933000000001,Bensonhurst East,bensonhurst - bay ridge
52108,410,WEST 207 STREET,410 WEST 207 STREET,10034,Manhattan,Indoor Sewage,Sewage Odor,2017-03-21,40.8641,-73.918083,Marble Hill-Inwood,washington heights
52277,3021,WALLACE AVENUE,3021 WALLACE AVENUE,10467,Bronx,Indoor Sewage,Sewage Odor,2017-04-17,40.870041,-73.864322,Bronxdale,fordham - bronx pk
52328,2042,EAST 12 STREET,2042 EAST 12 STREET,11229,Brooklyn,Indoor Sewage,Sewage Odor,2017-03-16,40.599671,-73.960291,Homecrest,coney island - sheepshead bay
52384,1040,ANDERSON AVENUE,1040 ANDERSON AVENUE,10452,Bronx,Indoor Sewage,Sewage Odor,2017-04-17,40.833203000000005,-73.926458,Highbridge,high bridge - morrisania
52420,10,FAIRVIEW AVENUE,10 FAIRVIEW AVENUE,10040,Manhattan,Indoor Sewage,Sewage Odor,2017-05-09,40.857289,-73.928557,Washington Heights North,washington heights
52515,6806,15 AVENUE,6806 15 AVENUE,11219,Brooklyn,Indoor Sewage,Sewage Odor,2017-05-23,40.621466,-73.999063,Bensonhurst West,borough park
52523,1037,OGDEN AVENUE,1037 OGDEN AVENUE,10452,Bronx,Indoor Sewage,Sewage Odor,2017-05-02,40.833932,-73.928824,Highbridge,high bridge - morrisania
52569,402,WEST 46 STREET,402 WEST 46 STREET,10036,Manhattan,Indoor Sewage,Sewage Odor,2017-05-09,40.761122,-73.991091,Clinton,chelsea - clinton
52579,457A,MACDONOUGH STREET,457A MACDONOUGH STREET,11233,Brooklyn,Indoor Sewage,Sewage Odor,2017-05-20,40.682869000000004,-73.927644,Stuyvesant Heights,bedford stuyvesant - crown heights
52588,349,EAST 109 STREET,349 EAST 109 STREET,10029,Manhattan,Indoor Sewage,Sewage Odor,2017-04-06,40.792066999999996,-73.93985500000001,East Harlem North,east harlem
52594,6806,5 AVENUE,6806 5 AVENUE,11220,Brooklyn,Indoor Sewage,Sewage Odor,2017-05-23,40.634038000000004,-74.02078900000001,Bay Ridge,sunset park
52629,345,GROVE STREET,345 GROVE STREET,11237,Brooklyn,Indoor Sewage,Sewage Odor,2017-03-23,40.699778,-73.914322,Bushwick North,williamsburg - bushwick
52674,1146,BRYANT AVENUE,1146 BRYANT AVENUE,10459,Bronx,Indoor Sewage,Sewage Odor,2017-05-17,40.827532,-73.8889,Morrisania-Melrose,hunts point - mott haven
52746,1923,PAULDING AVENUE,1923 PAULDING AVENUE,10462,Bronx,Indoor Sewage,Sewage Odor,2017-04-24,40.851006,-73.857475,Pelham Parkway,pelham - throgs neck
52782,393,JEROME STREET,393 JEROME STREET,11207,Brooklyn,Indoor Sewage,Sewage Odor,2017-07-10,40.672213,-73.886451,East New York,east new york
52829,2011,NEWKIRK AVENUE,2011 NEWKIRK AVENUE,11226,Brooklyn,Indoor Sewage,Sewage Odor,2017-07-07,40.637878,-73.958464,Flatbush,east flatbush - flatbush
52839,305,PARKVILLE AVENUE,305 PARKVILLE AVENUE,11230,Brooklyn,Indoor Sewage,Sewage Odor,2017-04-30,40.632581,-73.968238,Flatbush,borough park
52847,577,FDR DRIVE,577 FDR DRIVE,10002,Manhattan,Indoor Sewage,Sewage Odor,2017-06-02,40.717492,-73.975444,Lower East Side,lower east side
52902,60,WALL STREET,60 WALL STREET,10005,Manhattan,Indoor Sewage,Sewage Odor,2017-07-21,40.705914,-74.00860899999999,Battery Park City-Lower Manhattan,lower manhattan
52982,29,WEST 12 STREET,29 WEST 12 STREET,10011,Manhattan,Indoor Sewage,Sewage Odor,2017-03-23,40.735127,-73.995638,West Village,chelsea - clinton
53011,245,OCEAN PARKWAY,245 OCEAN PARKWAY,11218,Brooklyn,Indoor Sewage,Sewage Odor,2017-05-23,40.643808,-73.97418499999999,Kensington-Ocean Parkway,borough park
53033,1020,PRESIDENT STREET,1020 PRESIDENT STREET,11225,Brooklyn,Indoor Sewage,Sewage Odor,2017-05-28,40.668709,-73.957702,Crown Heights South,east flatbush - flatbush
53037,101,MARCUS GARVEY BLVD,101 MARCUS GARVEY BLVD,11206,Brooklyn,Indoor Sewage,Sewage Odor,2017-05-30,40.695433,-73.940508,Stuyvesant Heights,williamsburg - bushwick
53084,120-49,144 STREET,120-49 144 STREET,11436,Queens,Indoor Sewage,Sewage Odor,2017-04-05,40.675477,-73.795402,Baisley Park,jamaica
